,id,title,view,label,title_tokens,title_tokens_fdist,title_tokens_WSW,title_normalized,title_tokens_stemmed
1579,1579,realistis arema fc alihkan bidikan ke kompetisi asia,169,kurang_populer,"['realistis', 'arema', 'fc', 'alihkan', 'bidikan', 'ke', 'kompetisi', 'asia']",<FreqDist with 8 samples and 8 outcomes>,"['realistis', 'arema', 'fc', 'alihkan', 'bidikan', 'kompetisi', 'asia']","['realistis', 'arema', 'fc', 'alihkan', 'bidikan', 'kompetisi', 'asia']","['realistis', 'arema', 'fc', 'alih', 'bidik', 'kompetisi', 'asia']"
1580,1580,presiden arema fc kami akan perbaiki performa di musim depan,249,kurang_populer,"['presiden', 'arema', 'fc', 'kami', 'akan', 'perbaiki', 'performa', 'di', 'musim', 'depan']",<FreqDist with 10 samples and 10 outcomes>,"['presiden', 'arema', 'fc', 'perbaiki', 'performa', 'musim']","['presiden', 'arema', 'fc', 'perbaiki', 'performa', 'musim']","['presiden', 'arema', 'fc', 'baik', 'performa', 'musim']"
1581,1581,atasi macet pemkot mulai seriusi pelebaran jalan tunggulwulung,325,kurang_populer,"['atasi', 'macet', 'pemkot', 'mulai', 'seriusi', 'pelebaran', 'jalan', 'tunggulwulung']",<FreqDist with 8 samples and 8 outcomes>,"['atasi', 'macet', 'pemkot', 'seriusi', 'pelebaran', 'jalan', 'tunggulwulung']","['atasi', 'macet', 'pemkot', 'seriusi', 'pelebaran', 'jalan', 'tunggulwulung']","['atas', 'macet', 'pemkot', 'serius', 'lebar', 'jalan', 'tunggulwulung']"
1582,1582,waduh anggaran perawatan jalan sudah habis,293,kurang_populer,"['waduh', 'anggaran', 'perawatan', 'jalan', 'sudah', 'habis']",<FreqDist with 6 samples and 6 outcomes>,"['anggaran', 'perawatan', 'jalan', 'habis']","['anggaran', 'perawatan', 'jalan', 'habis']","['anggar', 'awat', 'jalan', 'habis']"
1583,1583,hari musik nasional wawali kaji gagasan wajibkan pelajar kunjungi museum,275,kurang_populer,"['hari', 'musik', 'nasional', 'wawali', 'kaji', 'gagasan', 'wajibkan', 'pelajar', 'kunjungi', 'museum']",<FreqDist with 10 samples and 10 outcomes>,"['musik', 'nasional', 'wawali', 'kaji', 'gagasan', 'wajibkan', 'pelajar', 'kunjungi', 'museum']","['musik', 'nasional', 'wawali', 'kaji', 'gagasan', 'wajibkan', 'pelajar', 'kunjungi', 'museum']","['musik', 'nasional', 'wawali', 'kaji', 'gagas', 'wajib', 'ajar', 'kunjung', 'museum']"
1584,1584,sidang pelecehan seksual di sekolah spi hakim tolak pengacara saksi korban,235,kurang_populer,"['sidang', 'pelecehan', 'seksual', 'di', 'sekolah', 'spi', 'hakim', 'tolak', 'pengacara', 'saksi', 'korban']",<FreqDist with 11 samples and 11 outcomes>,"['sidang', 'pelecehan', 'seksual', 'sekolah', 'spi', 'hakim', 'tolak', 'pengacara', 'saksi', 'korban']","['sidang', 'pelecehan', 'seksual', 'sekolah', 'spi', 'hakim', 'tolak', 'pengacara', 'saksi', 'korban']","['sidang', 'leceh', 'seksual', 'sekolah', 'spi', 'hakim', 'tolak', 'acara', 'saksi', 'korban']"
1585,1585,dari hasil survey golkar kuasai sumatera dan jawa dan airlangga capres teratas,157,kurang_populer,"['dari', 'hasil', 'survey', 'golkar', 'kuasai', 'sumatera', 'dan', 'jawa', 'dan', 'airlangga', 'capres', 'teratas']",<FreqDist with 11 samples and 12 outcomes>,"['hasil', 'survey', 'golkar', 'kuasai', 'sumatera', 'jawa', 'airlangga', 'capres', 'teratas']","['hasil', 'survey', 'golkar', 'kuasai', 'sumatera', 'jawa', 'airlangga', 'capres', 'teratas']","['hasil', 'survey', 'golkar', 'kuasa', 'sumatera', 'jawa', 'airlangga', 'capres', 'atas']"
1586,1586,waspada peredaran ganja sudah menyasar semua usia pengedar kakap dibekuk,327,kurang_populer,"['waspada', 'peredaran', 'ganja', 'sudah', 'menyasar', 'semua', 'usia', 'pengedar', 'kakap', 'dibekuk']",<FreqDist with 10 samples and 10 outcomes>,"['waspada', 'peredaran', 'ganja', 'menyasar', 'usia', 'pengedar', 'kakap', 'dibekuk']","['waspada', 'peredaran', 'ganja', 'menyasar', 'usia', 'pengedar', 'kakap', 'dibekuk']","['waspada', 'edar', 'ganja', 'sasar', 'usia', 'edar', 'kakap', 'bekuk']"
1587,1587,di kota batu nihil jalan kota tertinggal,166,kurang_populer,"['di', 'kota', 'batu', 'nihil', 'jalan', 'kota', 'tertinggal']",<FreqDist with 6 samples and 7 outcomes>,"['kota', 'batu', 'nihil', 'jalan', 'kota', 'tertinggal']","['kota', 'batu', 'nihil', 'jalan', 'kota', 'tertinggal']","['kota', 'batu', 'nihil', 'jalan', 'kota', 'tinggal']"
1588,1588,lima jalan jadi biang macet kota karena berstatus tertinggal,224,kurang_populer,"['lima', 'jalan', 'jadi', 'biang', 'macet', 'kota', 'karena', 'berstatus', 'tertinggal']",<FreqDist with 9 samples and 9 outcomes>,"['jalan', 'biang', 'macet', 'kota', 'berstatus', 'tertinggal']","['jalan', 'biang', 'macet', 'kota', 'berstatus', 'tertinggal']","['jalan', 'biang', 'macet', 'kota', 'status', 'tinggal']"
1589,1589,duel arema fc kontra persib diwarnai absennya sejumlah pemain kunci,184,kurang_populer,"['duel', 'arema', 'fc', 'kontra', 'persib', 'diwarnai', 'absennya', 'sejumlah', 'pemain', 'kunci']",<FreqDist with 10 samples and 10 outcomes>,"['duel', 'arema', 'fc', 'kontra', 'persib', 'diwarnai', 'absennya', 'pemain', 'kunci']","['duel', 'arema', 'fc', 'kontra', 'persib', 'diwarnai', 'absennya', 'pemain', 'kunci']","['duel', 'arema', 'fc', 'kontra', 'persib', 'warna', 'absen', 'main', 'kunci']"
1590,1590,waspadai ribu warga lansia masih punya komorbid,162,kurang_populer,"['waspadai', 'ribu', 'warga', 'lansia', 'masih', 'punya', 'komorbid']",<FreqDist with 7 samples and 7 outcomes>,"['waspadai', 'ribu', 'warga', 'lansia', 'komorbid']","['waspadai', 'ribu', 'warga', 'lansia', 'komorbid']","['waspada', 'ribu', 'warga', 'lansia', 'komorbid']"
1591,1591,tebing tol pandaanmalang ambrol jalur sempat ditutup pagi ini sudah normal,213,kurang_populer,"['tebing', 'tol', 'pandaanmalang', 'ambrol', 'jalur', 'sempat', 'ditutup', 'pagi', 'ini', 'sudah', 'normal']",<FreqDist with 11 samples and 11 outcomes>,"['tebing', 'tol', 'pandaanmalang', 'ambrol', 'jalur', 'ditutup', 'pagi', 'normal']","['tebing', 'tol', 'pandaanmalang', 'ambrol', 'jalur', 'ditutup', 'pagi', 'normal']","['tebing', 'tol', 'pandaanmalang', 'ambrol', 'jalur', 'tutup', 'pagi', 'normal']"
1592,1592,obati rasa kecewa atas pembatalan ptmsekolah gelar sosialisasi ke wali murid,151,kurang_populer,"['obati', 'rasa', 'kecewa', 'atas', 'pembatalan', 'ptmsekolah', 'gelar', 'sosialisasi', 'ke', 'wali', 'murid']",<FreqDist with 11 samples and 11 outcomes>,"['obati', 'kecewa', 'pembatalan', 'ptmsekolah', 'gelar', 'sosialisasi', 'wali', 'murid']","['obati', 'kecewa', 'pembatalan', 'ptmsekolah', 'gelar', 'sosialisasi', 'wali', 'murid']","['obat', 'kecewa', 'batal', 'ptmsekolah', 'gelar', 'sosialisasi', 'wali', 'murid']"
1593,1593,kecewa dengan layanan kantor pdam pakis,265,kurang_populer,"['kecewa', 'dengan', 'layanan', 'kantor', 'pdam', 'pakis']",<FreqDist with 6 samples and 6 outcomes>,"['kecewa', 'layanan', 'kantor', 'pdam', 'pakis']","['kecewa', 'layanan', 'kantor', 'pdam', 'pakis']","['kecewa', 'layan', 'kantor', 'pdam', 'pakis']"
1594,1594,airlangga hai pemuda muhammaddiyah ada kur dan umkm ayo berwirausaha,166,kurang_populer,"['airlangga', 'hai', 'pemuda', 'muhammaddiyah', 'ada', 'kur', 'dan', 'umkm', 'ayo', 'berwirausaha']",<FreqDist with 10 samples and 10 outcomes>,"['airlangga', 'hai', 'pemuda', 'muhammaddiyah', 'kur', 'umkm', 'ayo', 'berwirausaha']","['airlangga', 'hai', 'pemuda', 'muhammaddiyah', 'kur', 'umkm', 'ayo', 'berwirausaha']","['airlangga', 'hai', 'pemuda', 'muhammaddiyah', 'kur', 'umkm', 'ayo', 'berwirausaha']"
1595,1595,muncul di metaverse bri berikan layanan perbankan yang unik,273,kurang_populer,"['muncul', 'di', 'metaverse', 'bri', 'berikan', 'layanan', 'perbankan', 'yang', 'unik']",<FreqDist with 9 samples and 9 outcomes>,"['muncul', 'metaverse', 'bri', 'layanan', 'perbankan', 'unik']","['muncul', 'metaverse', 'bri', 'layanan', 'perbankan', 'unik']","['muncul', 'metaverse', 'bri', 'layan', 'perban', 'unik']"
1596,1596,good news arahan jokowi karantina jemaah umrah dan ppln kini hanya sehari,291,kurang_populer,"['good', 'news', 'arahan', 'jokowi', 'karantina', 'jemaah', 'umrah', 'dan', 'ppln', 'kini', 'hanya', 'sehari']",<FreqDist with 12 samples and 12 outcomes>,"['good', 'news', 'arahan', 'jokowi', 'karantina', 'jemaah', 'umrah', 'ppln', 'sehari']","['good', 'news', 'arahan', 'jokowi', 'karantina', 'jemaah', 'umrah', 'ppln', 'sehari']","['good', 'news', 'arah', 'jokowi', 'karantina', 'jemaah', 'umrah', 'ppln', 'hari']"
1597,1597,catat kenaikan harga bahan pangan diprediksi sampai april,328,kurang_populer,"['catat', 'kenaikan', 'harga', 'bahan', 'pangan', 'diprediksi', 'sampai', 'april']",<FreqDist with 8 samples and 8 outcomes>,"['catat', 'kenaikan', 'harga', 'bahan', 'pangan', 'diprediksi', 'april']","['catat', 'kenaikan', 'harga', 'bahan', 'pangan', 'diprediksi', 'april']","['catat', 'naik', 'harga', 'bahan', 'pangan', 'prediksi', 'april']"
1598,1598,baru dua pekan dibukarambu jembatan tunggulmas hilang dan pkl liar bermunculan,241,kurang_populer,"['baru', 'dua', 'pekan', 'dibukarambu', 'jembatan', 'tunggulmas', 'hilang', 'dan', 'pkl', 'liar', 'bermunculan']",<FreqDist with 11 samples and 11 outcomes>,"['pekan', 'dibukarambu', 'jembatan', 'tunggulmas', 'hilang', 'pkl', 'liar', 'bermunculan']","['pekan', 'dibukarambu', 'jembatan', 'tunggulmas', 'hilang', 'pkl', 'liar', 'bermunculan']","['pekan', 'dibukarambu', 'jembatan', 'tunggulmas', 'hilang', 'pkl', 'liar', 'muncul']"
1599,1599,korban tabrak lari guru madin tewas,164,kurang_populer,"['korban', 'tabrak', 'lari', 'guru', 'madin', 'tewas']",<FreqDist with 6 samples and 6 outcomes>,"['korban', 'tabrak', 'lari', 'guru', 'madin', 'tewas']","['korban', 'tabrak', 'lari', 'guru', 'madin', 'tewas']","['korban', 'tabrak', 'lari', 'guru', 'madin', 'tewas']"
1600,1600,konsumsi listrik warga malang meningkat pertanda ekonominya mulai menggeliat,162,kurang_populer,"['konsumsi', 'listrik', 'warga', 'malang', 'meningkat', 'pertanda', 'ekonominya', 'mulai', 'menggeliat']",<FreqDist with 9 samples and 9 outcomes>,"['konsumsi', 'listrik', 'warga', 'malang', 'meningkat', 'pertanda', 'ekonominya', 'menggeliat']","['konsumsi', 'listrik', 'warga', 'malang', 'meningkat', 'pertanda', 'ekonominya', 'menggeliat']","['konsumsi', 'listrik', 'warga', 'malang', 'tingkat', 'tanda', 'ekonomi', 'geliat']"
1601,1601,antusiasme pecinta sepak bola dorong kebangkitan umkm bali,311,kurang_populer,"['antusiasme', 'pecinta', 'sepak', 'bola', 'dorong', 'kebangkitan', 'umkm', 'bali']",<FreqDist with 8 samples and 8 outcomes>,"['antusiasme', 'pecinta', 'sepak', 'bola', 'dorong', 'kebangkitan', 'umkm', 'bali']","['antusiasme', 'pecinta', 'sepak', 'bola', 'dorong', 'kebangkitan', 'umkm', 'bali']","['antusiasme', 'cinta', 'sepak', 'bola', 'dorong', 'bangkit', 'umkm', 'bal']"
1602,1602,aplikasi kurang familiar layanan darurat psc banyak nganggurnya,260,kurang_populer,"['aplikasi', 'kurang', 'familiar', 'layanan', 'darurat', 'psc', 'banyak', 'nganggurnya']",<FreqDist with 8 samples and 8 outcomes>,"['aplikasi', 'familiar', 'layanan', 'darurat', 'psc', 'nganggurnya']","['aplikasi', 'familiar', 'layanan', 'darurat', 'psc', 'nganggurnya']","['aplikasi', 'familiar', 'layan', 'darurat', 'psc', 'nganggurnya']"
1603,1603,bisa tampung total kendaraan konsep pengelolaan parkir mcc tunggu kajian,198,kurang_populer,"['bisa', 'tampung', 'total', 'kendaraan', 'konsep', 'pengelolaan', 'parkir', 'mcc', 'tunggu', 'kajian']",<FreqDist with 10 samples and 10 outcomes>,"['tampung', 'total', 'kendaraan', 'konsep', 'pengelolaan', 'parkir', 'mcc', 'tunggu', 'kajian']","['tampung', 'total', 'kendaraan', 'konsep', 'pengelolaan', 'parkir', 'mcc', 'tunggu', 'kajian']","['tampung', 'total', 'kendara', 'konsep', 'kelola', 'parkir', 'mcc', 'tunggu', 'kaji']"
1604,1604,baru wisata boon pring kenalkan konsep hajatan tematik bernuansa ekowisata,168,kurang_populer,"['baru', 'wisata', 'boon', 'pring', 'kenalkan', 'konsep', 'hajatan', 'tematik', 'bernuansa', 'ekowisata']",<FreqDist with 10 samples and 10 outcomes>,"['wisata', 'boon', 'pring', 'kenalkan', 'konsep', 'hajatan', 'tematik', 'bernuansa', 'ekowisata']","['wisata', 'boon', 'pring', 'kenalkan', 'konsep', 'hajatan', 'tematik', 'bernuansa', 'ekowisata']","['wisata', 'boon', 'pring', 'kenal', 'konsep', 'hajat', 'tematik', 'nuansa', 'ekowisata']"
1605,1605,buruan wisata ke kota batu homestay obral diskon dan perbarui menu kuliner,277,kurang_populer,"['buruan', 'wisata', 'ke', 'kota', 'batu', 'homestay', 'obral', 'diskon', 'dan', 'perbarui', 'menu', 'kuliner']",<FreqDist with 12 samples and 12 outcomes>,"['buruan', 'wisata', 'kota', 'batu', 'homestay', 'obral', 'diskon', 'perbarui', 'menu', 'kuliner']","['buruan', 'wisata', 'kota', 'batu', 'homestay', 'obral', 'diskon', 'perbarui', 'menu', 'kuliner']","['buru', 'wisata', 'kota', 'batu', 'homestay', 'obral', 'diskon', 'baru', 'menu', 'kuliner']"
1606,1606,jadi langganan arena balap liar jalan soehat bakal dipasang speed trap,273,kurang_populer,"['jadi', 'langganan', 'arena', 'balap', 'liar', 'jalan', 'soehat', 'bakal', 'dipasang', 'speed', 'trap']",<FreqDist with 11 samples and 11 outcomes>,"['langganan', 'arena', 'balap', 'liar', 'jalan', 'soehat', 'dipasang', 'speed', 'trap']","['langganan', 'arena', 'balap', 'liar', 'jalan', 'soehat', 'dipasang', 'speed', 'trap']","['langgan', 'arena', 'balap', 'liar', 'jalan', 'soehat', 'pasang', 'speed', 'trap']"
1607,1607,pekan depan sergio silva bakal dapat tambahan motivasi,268,kurang_populer,"['pekan', 'depan', 'sergio', 'silva', 'bakal', 'dapat', 'tambahan', 'motivasi']",<FreqDist with 8 samples and 8 outcomes>,"['pekan', 'sergio', 'silva', 'tambahan', 'motivasi']","['pekan', 'sergio', 'silva', 'tambahan', 'motivasi']","['pekan', 'sergio', 'silva', 'tambah', 'motivasi']"
1608,1608,perkuat branding wisata budaya disparta gelar pertunjukan wayang,333,kurang_populer,"['perkuat', 'branding', 'wisata', 'budaya', 'disparta', 'gelar', 'pertunjukan', 'wayang']",<FreqDist with 8 samples and 8 outcomes>,"['perkuat', 'branding', 'wisata', 'budaya', 'disparta', 'gelar', 'pertunjukan', 'wayang']","['perkuat', 'branding', 'wisata', 'budaya', 'disparta', 'gelar', 'pertunjukan', 'wayang']","['kuat', 'branding', 'wisata', 'budaya', 'disparta', 'gelar', 'tunjuk', 'wayang']"
1609,1609,menipis lahan pertanian di kota malang petaninya tersisa persen saja,330,kurang_populer,"['menipis', 'lahan', 'pertanian', 'di', 'kota', 'malang', 'petaninya', 'tersisa', 'persen', 'saja']",<FreqDist with 10 samples and 10 outcomes>,"['menipis', 'lahan', 'pertanian', 'kota', 'malang', 'petaninya', 'tersisa', 'persen']","['menipis', 'lahan', 'pertanian', 'kota', 'malang', 'petaninya', 'tersisa', 'persen']","['tip', 'lahan', 'tani', 'kota', 'malang', 'petan', 'sisa', 'persen']"
1610,1610,perkuat sanitasi tujuh kelurahan kota malang disuntik dana pusat,322,kurang_populer,"['perkuat', 'sanitasi', 'tujuh', 'kelurahan', 'kota', 'malang', 'disuntik', 'dana', 'pusat']",<FreqDist with 9 samples and 9 outcomes>,"['perkuat', 'sanitasi', 'tujuh', 'kelurahan', 'kota', 'malang', 'disuntik', 'dana', 'pusat']","['perkuat', 'sanitasi', 'tujuh', 'kelurahan', 'kota', 'malang', 'disuntik', 'dana', 'pusat']","['kuat', 'sanitasi', 'tujuh', 'lurah', 'kota', 'malang', 'suntik', 'dana', 'pusat']"
1611,1611,bisnis wealth management bri tumbuh positif pada januari,307,kurang_populer,"['bisnis', 'wealth', 'management', 'bri', 'tumbuh', 'positif', 'pada', 'januari']",<FreqDist with 8 samples and 8 outcomes>,"['bisnis', 'wealth', 'management', 'bri', 'tumbuh', 'positif', 'januari']","['bisnis', 'wealth', 'management', 'bri', 'tumbuh', 'positif', 'januari']","['bisnis', 'wealth', 'management', 'bri', 'tumbuh', 'positif', 'januari']"
1612,1612,di kota batu penyebaran omicron jauh di bawah varian delta,223,kurang_populer,"['di', 'kota', 'batu', 'penyebaran', 'omicron', 'jauh', 'di', 'bawah', 'varian', 'delta']",<FreqDist with 9 samples and 10 outcomes>,"['kota', 'batu', 'penyebaran', 'omicron', 'varian', 'delta']","['kota', 'batu', 'penyebaran', 'omicron', 'varian', 'delta']","['kota', 'batu', 'sebar', 'omicron', 'varian', 'delta']"
1613,1613,penyebaran di kabupaten capai kasus dengan angka kematian rendah,235,kurang_populer,"['penyebaran', 'di', 'kabupaten', 'capai', 'kasus', 'dengan', 'angka', 'kematian', 'rendah']",<FreqDist with 9 samples and 9 outcomes>,"['penyebaran', 'kabupaten', 'capai', 'angka', 'kematian', 'rendah']","['penyebaran', 'kabupaten', 'capai', 'angka', 'kematian', 'rendah']","['sebar', 'kabupaten', 'capai', 'angka', 'mati', 'rendah']"
1614,1614,tryout sbmptn dari jawa pos radar malang dan primagama diikuti ribu pelajar,306,kurang_populer,"['tryout', 'sbmptn', 'dari', 'jawa', 'pos', 'radar', 'malang', 'dan', 'primagama', 'diikuti', 'ribu', 'pelajar']",<FreqDist with 12 samples and 12 outcomes>,"['tryout', 'sbmptn', 'jawa', 'pos', 'radar', 'malang', 'primagama', 'diikuti', 'ribu', 'pelajar']","['tryout', 'sbmptn', 'jawa', 'pos', 'radar', 'malang', 'primagama', 'diikuti', 'ribu', 'pelajar']","['tryout', 'sbmptn', 'jawa', 'pos', 'radar', 'malang', 'primagama', 'ikut', 'ribu', 'ajar']"
1615,1615,hormati nyepi arema fc pilih libur sehari,281,kurang_populer,"['hormati', 'nyepi', 'arema', 'fc', 'pilih', 'libur', 'sehari']",<FreqDist with 7 samples and 7 outcomes>,"['hormati', 'nyepi', 'arema', 'fc', 'pilih', 'libur', 'sehari']","['hormati', 'nyepi', 'arema', 'fc', 'pilih', 'libur', 'sehari']","['hormat', 'nyepi', 'arema', 'fc', 'pilih', 'libur', 'hari']"
1616,1616,lagi jalan berlubang memakan korban,303,kurang_populer,"['lagi', 'jalan', 'berlubang', 'memakan', 'korban']",<FreqDist with 5 samples and 5 outcomes>,"['jalan', 'berlubang', 'memakan', 'korban']","['jalan', 'berlubang', 'memakan', 'korban']","['jalan', 'lubang', 'makan', 'korban']"
1617,1617,rp miliar untuk renovasi wisata pemandian songgoriti,158,kurang_populer,"['rp', 'miliar', 'untuk', 'renovasi', 'wisata', 'pemandian', 'songgoriti']",<FreqDist with 7 samples and 7 outcomes>,"['rp', 'miliar', 'renovasi', 'wisata', 'pemandian', 'songgoriti']","['rp', 'miliar', 'renovasi', 'wisata', 'pemandian', 'songgoriti']","['rp', 'miliar', 'renovasi', 'wisata', 'mandi', 'songgoriti']"
1618,1618,sekolah kembali ptm ketua mkks smp pertegas siap setiap saat,339,kurang_populer,"['sekolah', 'kembali', 'ptm', 'ketua', 'mkks', 'smp', 'pertegas', 'siap', 'setiap', 'saat']",<FreqDist with 10 samples and 10 outcomes>,"['sekolah', 'ptm', 'ketua', 'mkks', 'smp', 'pertegas']","['sekolah', 'ptm', 'ketua', 'mkks', 'smp', 'pertegas']","['sekolah', 'ptm', 'ketua', 'mkks', 'smp', 'tegas']"
1619,1619,airlangga semoga pengelolaan sumber daya air nasional segera dirasakan warga,205,kurang_populer,"['airlangga', 'semoga', 'pengelolaan', 'sumber', 'daya', 'air', 'nasional', 'segera', 'dirasakan', 'warga']",<FreqDist with 10 samples and 10 outcomes>,"['airlangga', 'semoga', 'pengelolaan', 'sumber', 'daya', 'air', 'nasional', 'dirasakan', 'warga']","['airlangga', 'semoga', 'pengelolaan', 'sumber', 'daya', 'air', 'nasional', 'dirasakan', 'warga']","['airlangga', 'moga', 'kelola', 'sumber', 'daya', 'air', 'nasional', 'rasa', 'warga']"
1620,1620,pelatih arema fc masih terlalu dini berbicara juara,213,kurang_populer,"['pelatih', 'arema', 'fc', 'masih', 'terlalu', 'dini', 'berbicara', 'juara']",<FreqDist with 8 samples and 8 outcomes>,"['pelatih', 'arema', 'fc', 'berbicara', 'juara']","['pelatih', 'arema', 'fc', 'berbicara', 'juara']","['latih', 'arema', 'fc', 'bicara', 'juara']"
1621,1621,manajemen arema fc wait and see sanksi untuk bagas adi nugroho,349,kurang_populer,"['manajemen', 'arema', 'fc', 'wait', 'and', 'see', 'sanksi', 'untuk', 'bagas', 'adi', 'nugroho']",<FreqDist with 11 samples and 11 outcomes>,"['manajemen', 'arema', 'fc', 'wait', 'and', 'see', 'sanksi', 'bagas', 'adi', 'nugroho']","['manajemen', 'arema', 'fc', 'wait', 'and', 'see', 'sanksi', 'bagas', 'adi', 'nugroho']","['manajemen', 'arema', 'fc', 'wait', 'and', 'see', 'sanksi', 'bagas', 'adi', 'nugroho']"
1622,1622,orientasi ramah lingkungan kredit bri di sektor renewable energy tumbuh,177,kurang_populer,"['orientasi', 'ramah', 'lingkungan', 'kredit', 'bri', 'di', 'sektor', 'renewable', 'energy', 'tumbuh']",<FreqDist with 10 samples and 10 outcomes>,"['orientasi', 'ramah', 'lingkungan', 'kredit', 'bri', 'sektor', 'renewable', 'energy', 'tumbuh']","['orientasi', 'ramah', 'lingkungan', 'kredit', 'bri', 'sektor', 'renewable', 'energy', 'tumbuh']","['orientasi', 'ramah', 'lingkung', 'kredit', 'bri', 'sektor', 'renewable', 'energy', 'tumbuh']"
1623,1623,wisata bromo tutup,167,kurang_populer,"['wisata', 'bromo', 'tutup']",<FreqDist with 3 samples and 3 outcomes>,"['wisata', 'bromo', 'tutup']","['wisata', 'bromo', 'tutup']","['wisata', 'bromo', 'tutup']"
1624,1624,geger kabar santri lolos dari penculikan,342,kurang_populer,"['geger', 'kabar', 'santri', 'lolos', 'dari', 'penculikan']",<FreqDist with 6 samples and 6 outcomes>,"['geger', 'kabar', 'santri', 'lolos', 'penculikan']","['geger', 'kabar', 'santri', 'lolos', 'penculikan']","['geger', 'kabar', 'santri', 'lolos', 'culi']"
1625,1625,jaga momentum peningkatan ekspor kemendag pacu produk berdaya saing,301,kurang_populer,"['jaga', 'momentum', 'peningkatan', 'ekspor', 'kemendag', 'pacu', 'produk', 'berdaya', 'saing']",<FreqDist with 9 samples and 9 outcomes>,"['jaga', 'momentum', 'peningkatan', 'ekspor', 'kemendag', 'pacu', 'produk', 'berdaya', 'saing']","['jaga', 'momentum', 'peningkatan', 'ekspor', 'kemendag', 'pacu', 'produk', 'berdaya', 'saing']","['jaga', 'momentum', 'tingkat', 'ekspor', 'kemendag', 'pacu', 'produk', 'daya', 'saing']"
1626,1626,di kota batu jumlah pendaftar haji turun drastis,300,kurang_populer,"['di', 'kota', 'batu', 'jumlah', 'pendaftar', 'haji', 'turun', 'drastis']",<FreqDist with 8 samples and 8 outcomes>,"['kota', 'batu', 'pendaftar', 'haji', 'turun', 'drastis']","['kota', 'batu', 'pendaftar', 'haji', 'turun', 'drastis']","['kota', 'batu', 'daftar', 'haji', 'turun', 'drastis']"
1627,1627,meski jadwal keberangkatan masih buram tapi animo daftar haji tetap tinggi,284,kurang_populer,"['meski', 'jadwal', 'keberangkatan', 'masih', 'buram', 'tapi', 'animo', 'daftar', 'haji', 'tetap', 'tinggi']",<FreqDist with 11 samples and 11 outcomes>,"['jadwal', 'keberangkatan', 'buram', 'animo', 'daftar', 'haji']","['jadwal', 'keberangkatan', 'buram', 'animo', 'daftar', 'haji']","['jadwal', 'berangkat', 'buram', 'animo', 'daftar', 'haji']"
1628,1628,gaji kurang guru honorer nekat cari tambahan tebang tebu ilegal,320,kurang_populer,"['gaji', 'kurang', 'guru', 'honorer', 'nekat', 'cari', 'tambahan', 'tebang', 'tebu', 'ilegal']",<FreqDist with 10 samples and 10 outcomes>,"['gaji', 'guru', 'honorer', 'nekat', 'cari', 'tambahan', 'tebang', 'tebu', 'ilegal']","['gaji', 'guru', 'honorer', 'nekat', 'cari', 'tambahan', 'tebang', 'tebu', 'ilegal']","['gaji', 'guru', 'honorer', 'nekat', 'cari', 'tambah', 'tebang', 'tebu', 'ilegal']"
1629,1629,jurus hanif sjahbandi pertahankan kebugaran di bri liga,308,kurang_populer,"['jurus', 'hanif', 'sjahbandi', 'pertahankan', 'kebugaran', 'di', 'bri', 'liga']",<FreqDist with 8 samples and 8 outcomes>,"['jurus', 'hanif', 'sjahbandi', 'pertahankan', 'kebugaran', 'bri', 'liga']","['jurus', 'hanif', 'sjahbandi', 'pertahankan', 'kebugaran', 'bri', 'liga']","['jurus', 'hanif', 'sjahbandi', 'tahan', 'bugar', 'bri', 'liga']"
1630,1630,airlangga di tengah konflik komitmen eropa perkuat sinergi perlu diapresiasi,283,kurang_populer,"['airlangga', 'di', 'tengah', 'konflik', 'komitmen', 'eropa', 'perkuat', 'sinergi', 'perlu', 'diapresiasi']",<FreqDist with 10 samples and 10 outcomes>,"['airlangga', 'konflik', 'komitmen', 'eropa', 'perkuat', 'sinergi', 'diapresiasi']","['airlangga', 'konflik', 'komitmen', 'eropa', 'perkuat', 'sinergi', 'diapresiasi']","['airlangga', 'konflik', 'komitmen', 'eropa', 'kuat', 'sinergi', 'apresiasi']"
1631,1631,habis migordaging kini harga cabai ikut naik,240,kurang_populer,"['habis', 'migordaging', 'kini', 'harga', 'cabai', 'ikut', 'naik']",<FreqDist with 7 samples and 7 outcomes>,"['habis', 'migordaging', 'harga', 'cabai']","['habis', 'migordaging', 'harga', 'cabai']","['habis', 'migordaging', 'harga', 'cabai']"
1632,1632,gelar rupst bri bagikan dividen rp triliun,230,kurang_populer,"['gelar', 'rupst', 'bri', 'bagikan', 'dividen', 'rp', 'triliun']",<FreqDist with 7 samples and 7 outcomes>,"['gelar', 'rupst', 'bri', 'bagikan', 'dividen', 'rp', 'triliun']","['gelar', 'rupst', 'bri', 'bagikan', 'dividen', 'rp', 'triliun']","['gelar', 'rupst', 'bri', 'bagi', 'dividen', 'rp', 'triliun']"
1633,1633,libur panjang stasiun kota malang dan terminal arjosari malah sepi,250,kurang_populer,"['libur', 'panjang', 'stasiun', 'kota', 'malang', 'dan', 'terminal', 'arjosari', 'malah', 'sepi']",<FreqDist with 10 samples and 10 outcomes>,"['libur', 'stasiun', 'kota', 'malang', 'terminal', 'arjosari', 'sepi']","['libur', 'stasiun', 'kota', 'malang', 'terminal', 'arjosari', 'sepi']","['libur', 'stasiun', 'kota', 'malang', 'terminal', 'arjosari', 'sepi']"
